ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Discount_Level,Complaint_Ratio,Loyal_Customer,Shipping_Efficiency,Cost_Per_Weight
2783,2,2,4,4,173,3,2,0,61,1609,1,3,1.0,0,0.8,0.10752019888129273
2784,4,2,3,2,98,3,2,0,60,1057,1,3,0.75,0,0.5,0.09271523178807947
2785,3,2,3,1,231,2,1,1,24,3811,1,0,1.0,0,0.25,0.06061401207032275
2786,4,2,5,3,149,7,2,0,51,1425,1,3,0.625,1,0.5,0.10456140350877192
2787,0,2,3,5,206,3,2,1,21,3746,1,0,0.75,0,1.25,0.05499199145755473
2788,1,2,5,4,264,10,2,0,34,2960,1,0,0.45454545454545453,1,0.6666666666666666,0.0891891891891892
2789,2,2,3,5,193,2,2,0,12,3730,1,2,1.0,0,1.25,0.051742627345844505
2790,4,2,5,2,263,2,2,0,51,1657,1,3,1.6666666666666667,0,0.3333333333333333,0.1587205793602897
2791,3,2,2,5,282,5,1,1,63,1173,1,3,0.3333333333333333,1,1.6666666666666667,0.24040920716112532
2792,4,2,5,4,193,3,1,1,55,2758,1,3,1.25,0,0.6666666666666666,0.06997824510514866
2793,0,2,4,4,171,3,2,0,11,1594,1,2,1.0,0,0.8,0.10727728983688833
2794,1,2,3,5,212,3,1,0,19,2703,1,2,0.75,0,1.25,0.0784313725490196
2795,2,2,2,1,159,2,1,0,44,1213,1,3,0.6666666666666666,0,0.3333333333333333,0.13107996702390767
2796,4,2,3,2,102,4,2,1,57,1220,1,3,0.6,1,0.5,0.08360655737704918
2797,3,2,3,2,145,2,2,0,29,1690,1,0,1.0,0,0.5,0.08579881656804733
2798,4,2,3,1,225,2,0,0,43,2585,1,3,1.0,0,0.25,0.08704061895551257
2799,0,2,2,1,174,3,2,0,12,1358,1,2,0.5,0,0.3333333333333333,0.12812960235640647
2800,1,2,4,3,223,4,1,0,25,3148,1,0,0.8,1,0.6,0.07083862770012707
2801,2,2,3,5,185,2,1,0,36,3501,1,0,1.0,0,1.25,0.05284204512996287
2802,4,2,4,5,245,3,2,1,6,2717,1,1,1.0,0,1.0,0.09017298490982702
2803,3,2,3,3,99,3,0,1,63,1223,1,3,0.75,0,0.75,0.08094848732624693
2804,4,2,3,3,141,4,1,0,35,1417,1,0,0.6,1,0.75,0.0995059985885674
2805,0,2,4,2,222,2,2,0,16,2518,1,2,1.3333333333333333,0,0.4,0.08816521048451152
2806,1,2,3,2,192,3,2,0,64,3233,1,3,0.75,0,0.5,0.05938756572842561
2807,2,2,3,1,187,4,2,1,42,3621,1,3,0.6,1,0.25,0.051643192488262914
2808,4,2,4,2,216,2,1,0,26,2431,1,0,1.3333333333333333,0,0.4,0.0888523241464418
2809,3,2,3,2,146,4,1,1,13,1790,1,2,0.6,1,0.5,0.08156424581005586
2810,4,2,3,2,207,2,1,1,20,3419,1,2,1.0,0,0.5,0.06054401871892366
2811,0,2,4,2,225,2,1,0,6,2010,1,1,1.3333333333333333,0,0.4,0.11194029850746269
2812,1,2,3,4,230,2,2,0,15,2302,1,2,1.0,0,1.0,0.0999131190269331
2813,2,2,3,2,173,3,2,0,37,1990,1,0,0.75,0,0.5,0.08693467336683416
2814,4,2,4,4,127,4,0,1,54,1239,1,3,0.8,1,0.8,0.10250201775625505
2815,3,2,3,3,214,2,1,1,28,3869,1,0,1.0,0,0.75,0.055311449987076766
2816,4,2,4,1,161,3,1,1,59,1454,1,3,1.0,0,0.2,0.11072902338376892
2817,0,2,4,2,262,2,1,0,37,3523,1,0,1.3333333333333333,0,0.4,0.07436843599205223
2818,1,2,5,2,157,3,1,1,1,1798,1,1,1.25,0,0.3333333333333333,0.08731924360400445
2819,2,2,3,1,164,3,2,0,9,1803,1,1,0.75,0,0.25,0.09095951192457016
2820,4,2,4,4,174,2,1,0,11,1577,1,2,1.3333333333333333,0,0.8,0.11033608116677235
2821,3,2,2,2,188,4,2,1,39,2424,1,0,0.4,1,0.6666666666666666,0.07755775577557755
2822,4,2,3,1,141,2,1,0,4,1297,1,1,1.0,0,0.25,0.1087124132613724
2823,0,2,5,5,134,2,2,1,64,1785,1,3,1.6666666666666667,0,0.8333333333333334,0.07507002801120448
2824,1,2,2,4,147,2,2,0,65,1738,1,3,0.6666666666666666,0,1.3333333333333333,0.08457997698504027
2825,2,2,4,1,180,3,2,1,27,1551,1,0,1.0,0,0.2,0.11605415860735009
2826,4,2,3,3,225,2,2,1,55,2259,1,3,1.0,0,0.75,0.099601593625498
2827,3,2,2,3,172,3,2,0,11,1522,1,2,0.5,0,1.0,0.11300919842312747
2828,4,2,6,2,131,5,2,0,5,1718,1,1,1.0,1,0.2857142857142857,0.07625145518044238
2829,0,2,3,1,270,4,1,1,47,3487,1,3,0.6,1,0.25,0.07743045597935187
2830,1,2,3,4,172,3,1,1,56,1103,1,3,0.75,0,1.0,0.1559383499546691
2831,2,2,4,5,198,3,2,1,33,2129,1,0,1.0,0,1.0,0.09300140911225928
2832,4,2,4,2,167,3,1,1,21,1637,1,0,1.0,0,0.4,0.10201588271227856
2833,3,2,2,2,168,5,2,0,1,1885,1,1,0.3333333333333333,1,0.6666666666666666,0.08912466843501327
2834,4,2,4,1,165,4,2,0,34,1831,1,0,0.8,1,0.2,0.09011469142545057
2835,0,2,4,5,149,6,2,1,40,1974,1,0,0.5714285714285714,1,1.0,0.07548125633232017
2836,1,2,3,3,186,3,1,1,24,3262,1,0,0.75,0,0.75,0.05702023298589822
2837,2,2,4,1,151,2,1,0,47,1682,1,3,1.3333333333333333,0,0.2,0.08977407847800238
2838,4,2,3,5,146,3,2,0,30,1569,1,0,0.75,0,1.25,0.09305289993626514
2839,3,2,4,5,232,2,1,1,54,2526,1,3,1.3333333333333333,0,1.0,0.09184481393507522
2840,4,2,4,1,177,2,1,0,22,1698,1,0,1.3333333333333333,0,0.2,0.10424028268551237
2841,0,2,4,4,149,2,2,0,19,1665,1,2,1.3333333333333333,0,0.8,0.0894894894894895
2842,1,2,4,2,180,3,1,1,3,1518,1,1,1.0,0,0.4,0.11857707509881422
2843,2,2,5,5,172,2,2,0,40,1446,1,0,1.6666666666666667,0,0.8333333333333334,0.11894882434301521
2844,4,2,5,2,160,3,2,1,44,1054,1,3,1.25,0,0.3333333333333333,0.15180265654648956
2845,3,2,3,2,206,2,2,0,28,2822,1,0,1.0,0,0.5,0.07299787384833452
2846,4,2,4,5,146,3,1,0,9,1685,1,1,1.0,0,1.0,0.08664688427299704
2847,0,2,2,1,257,2,1,0,24,2130,1,0,0.6666666666666666,0,0.3333333333333333,0.12065727699530517
2848,1,2,5,5,219,3,2,1,27,3430,1,0,1.25,0,0.8333333333333334,0.06384839650145772
2849,2,2,4,2,274,2,2,1,55,3416,1,3,1.3333333333333333,0,0.4,0.08021077283372366
2850,4,2,2,2,177,5,1,1,36,1249,1,0,0.3333333333333333,1,0.6666666666666666,0.14171337069655723
2851,3,1,4,3,209,2,2,1,57,3741,1,3,1.3333333333333333,0,0.6,0.05586741512964448
2852,4,1,4,1,207,2,1,1,2,3242,1,1,1.3333333333333333,0,0.2,0.06384947563232572
2853,0,1,4,4,153,3,1,0,27,1613,1,0,1.0,0,0.8,0.09485430874147552
2854,1,1,4,4,158,3,1,0,61,1507,1,3,1.0,0,0.8,0.10484406104844061
2855,2,1,3,4,261,2,2,0,52,3340,1,3,1.0,0,1.0,0.0781437125748503
2856,4,1,4,1,182,6,1,1,41,2047,1,3,0.5714285714285714,1,0.2,0.08891060087933561
2857,3,1,2,3,128,2,2,0,53,1530,1,3,0.6666666666666666,0,1.0,0.08366013071895424
2858,4,1,2,1,178,3,1,1,6,1184,1,1,0.5,0,0.3333333333333333,0.15033783783783783
2859,0,1,2,4,198,3,1,1,37,2555,1,0,0.5,0,1.3333333333333333,0.07749510763209394
2860,1,1,4,3,137,3,2,1,46,1299,1,3,1.0,0,0.6,0.10546574287913779
2861,2,1,4,1,168,2,1,0,41,1515,1,3,1.3333333333333333,0,0.2,0.11089108910891089
2862,4,1,3,3,248,4,1,0,36,3276,1,0,0.6,1,0.75,0.0757020757020757
2863,3,1,5,2,225,3,2,0,29,2411,1,0,1.25,0,0.3333333333333333,0.09332227291580257
2864,4,1,5,4,239,2,1,1,35,2107,1,0,1.6666666666666667,0,0.6666666666666666,0.1134314190792596
2865,0,1,5,4,256,3,1,0,43,3658,1,3,1.25,0,0.6666666666666666,0.06998359759431383
2866,1,1,5,1,109,2,0,1,23,1479,1,0,1.6666666666666667,0,0.16666666666666666,0.07369844489519946
2867,2,1,3,3,274,2,2,0,59,3436,1,3,1.0,0,0.75,0.07974388824214203
2868,4,1,5,4,157,4,1,0,65,1951,1,3,1.0,1,0.6666666666666666,0.08047155304971809
2869,3,1,3,2,125,3,2,0,12,1212,1,2,0.75,0,0.5,0.10313531353135313
2870,4,1,4,5,203,2,1,0,20,2421,1,2,1.3333333333333333,0,1.0,0.08384964890541098
2871,0,1,3,3,120,3,1,0,55,1534,1,3,0.75,0,0.75,0.07822685788787484
2872,1,1,3,5,194,4,2,0,21,2695,1,0,0.6,1,1.25,0.07198515769944341
2873,2,0,4,2,257,4,0,1,58,2269,1,3,0.8,1,0.4,0.1132657558395769
2874,4,0,4,4,233,2,2,1,39,2291,1,0,1.3333333333333333,0,0.8,0.1017023134002619
2875,3,0,5,2,193,2,1,0,1,2775,1,1,1.6666666666666667,0,0.3333333333333333,0.06954954954954955
2876,4,0,5,3,202,6,1,0,34,2936,1,0,0.7142857142857143,1,0.5,0.06880108991825613
2877,0,0,4,5,270,3,1,1,30,2720,1,0,1.0,0,1.0,0.09926470588235294
2878,1,0,5,5,240,3,2,0,12,2723,1,2,1.25,0,0.8333333333333334,0.08813808299669482
2879,2,0,3,2,224,3,2,1,63,2085,1,3,0.75,0,0.5,0.10743405275779376
2880,4,0,4,1,195,2,2,1,19,2878,1,2,1.3333333333333333,0,0.2,0.06775538568450312
2881,3,0,3,2,165,3,2,1,47,1639,1,3,0.75,0,0.5,0.10067114093959731
2882,4,0,4,1,164,2,2,0,3,1124,1,1,1.3333333333333333,0,0.2,0.14590747330960854
2883,0,0,3,1,105,3,1,1,58,1304,1,3,0.75,0,0.25,0.08052147239263803
2884,1,0,3,1,248,3,1,1,9,2616,1,1,0.75,0,0.25,0.09480122324159021
2885,2,0,4,3,269,6,2,1,62,3950,1,3,0.5714285714285714,1,0.6,0.0681012658227848
2886,4,0,4,1,253,3,1,1,36,2591,1,0,1.0,0,0.2,0.09764569664222308
2887,3,0,3,1,231,4,2,0,60,3755,1,3,0.6,1,0.25,0.06151797603195739
2888,4,0,3,1,164,2,1,0,39,1532,1,0,1.0,0,0.25,0.10704960835509138
2889,0,0,3,3,176,3,2,1,14,1705,1,2,0.75,0,0.75,0.1032258064516129
2890,1,0,4,3,149,3,2,1,17,1990,1,2,1.0,0,0.6,0.07487437185929648
2891,2,0,4,5,187,5,2,1,16,3781,1,2,0.6666666666666666,1,1.0,0.04945781539275324
2892,4,0,3,2,150,2,1,1,53,1319,1,3,1.0,0,0.5,0.11372251705837756
2893,3,0,3,2,190,3,2,1,18,2715,1,2,0.75,0,0.5,0.06998158379373849
2894,4,0,4,1,226,3,1,1,42,3077,1,3,1.0,0,0.2,0.0734481637959051
2895,0,2,3,4,98,2,1,0,32,1539,1,0,1.0,0,1.0,0.06367771280051981
2896,1,2,3,5,152,2,2,0,6,1800,1,1,1.0,0,1.25,0.08444444444444445
2897,2,2,2,2,173,2,2,1,34,1575,1,0,0.6666666666666666,0,0.6666666666666666,0.10984126984126984
2898,4,2,4,1,160,2,0,0,65,1861,1,3,1.3333333333333333,0,0.2,0.08597528210639441
2899,3,2,4,2,180,3,1,1,22,1261,1,0,1.0,0,0.4,0.14274385408406026
2900,4,2,3,2,175,2,2,0,12,1817,1,2,1.0,0,0.5,0.09631260319207485
2901,0,2,3,3,274,3,1,1,6,2986,1,1,0.75,0,0.75,0.09176155391828533
2902,1,2,4,1,216,4,1,1,4,2263,1,1,0.8,1,0.2,0.09544851966416261
2903,2,2,6,2,283,2,1,0,18,3077,1,2,2.0,0,0.2857142857142857,0.09197270068248294
2904,4,2,6,4,192,3,0,0,19,2944,1,2,1.5,0,0.5714285714285714,0.06521739130434782
2905,3,2,3,4,236,4,2,0,43,2584,1,3,0.6,1,1.0,0.0913312693498452
2906,4,2,4,2,232,3,0,1,46,2835,1,3,1.0,0,0.4,0.0818342151675485
2907,0,2,2,3,204,4,1,0,20,3135,1,2,0.4,1,1.0,0.06507177033492823
2908,1,2,3,2,138,2,2,0,46,1436,1,3,1.0,0,0.5,0.09610027855153204
2909,2,2,3,4,154,2,1,1,29,1016,1,0,1.0,0,1.0,0.1515748031496063
2910,4,2,4,3,244,2,1,1,17,3125,1,2,1.3333333333333333,0,0.6,0.07808
2911,3,2,3,2,144,3,2,0,48,1867,1,3,0.75,0,0.5,0.0771290840921264
2912,4,2,3,4,274,3,2,1,19,3076,1,2,0.75,0,1.0,0.08907672301690507
2913,0,2,3,2,182,3,1,0,54,3972,1,3,0.75,0,0.5,0.04582074521651561
2914,1,2,6,1,250,5,1,0,53,3352,1,3,1.0,1,0.14285714285714285,0.07458233890214797
2915,2,2,4,4,207,2,2,0,14,2945,1,2,1.3333333333333333,0,0.8,0.0702886247877759
2916,4,2,3,4,242,3,0,1,54,3011,1,3,0.75,0,1.0,0.08037196944536698
2917,3,2,5,1,154,2,1,1,37,1671,1,0,1.6666666666666667,0,0.16666666666666666,0.0921603830041891
2918,4,2,4,4,176,3,2,1,53,1472,1,3,1.0,0,0.8,0.11956521739130435
2919,0,2,3,5,252,3,1,1,18,3701,1,2,0.75,0,1.25,0.06808970548500405
2920,1,2,4,1,147,3,2,1,32,1666,1,0,1.0,0,0.2,0.08823529411764706
2921,2,2,5,3,157,4,1,1,1,1306,1,1,1.0,1,0.5,0.12021439509954059
2922,4,2,3,1,257,2,2,1,37,3517,1,0,1.0,0,0.25,0.0730736423087859
2923,3,2,4,3,172,3,2,0,6,1261,1,1,1.0,0,0.6,0.13639968279143536
2924,4,2,4,3,134,3,0,0,22,1629,1,0,1.0,0,0.6,0.08225905463474524
2925,0,2,2,2,152,4,1,0,48,1212,1,3,0.4,1,0.6666666666666666,0.1254125412541254
2926,1,2,3,1,161,3,1,0,57,1918,1,3,0.75,0,0.25,0.08394160583941605
2927,2,2,3,1,269,3,1,1,47,3033,1,3,0.75,0,0.25,0.08869106495219255
2928,4,2,2,3,164,2,2,1,64,1689,1,3,0.6666666666666666,0,1.0,0.09709887507400829
2929,3,2,5,3,114,6,2,0,60,1746,1,3,0.7142857142857143,1,0.5,0.06529209621993128
2930,4,2,6,5,213,6,1,1,7,2709,1,1,0.8571428571428571,1,0.7142857142857143,0.07862679955703211
2931,0,2,4,4,255,3,2,0,60,2777,1,3,1.0,0,0.8,0.09182571119913575
2932,1,2,3,3,135,3,2,0,28,1329,1,0,0.75,0,0.75,0.10158013544018059
2933,2,2,3,2,155,3,2,0,7,1434,1,1,0.75,0,0.5,0.10808926080892609
2934,4,2,6,3,273,4,2,0,32,2532,1,0,1.2,1,0.42857142857142855,0.10781990521327015
2935,3,2,4,3,135,3,1,0,15,1008,1,2,1.0,0,0.6,0.13392857142857142
2936,4,2,4,4,170,3,1,1,29,1188,1,0,1.0,0,0.8,0.14309764309764308
2937,0,2,6,4,138,5,2,0,15,1181,1,2,1.0,1,0.5714285714285714,0.11685012701100762
2938,1,2,3,2,213,4,1,1,53,3502,1,3,0.6,1,0.5,0.060822387207310105
2939,2,2,4,5,156,5,0,0,55,1619,1,3,0.6666666666666666,1,1.0,0.09635577516985794
2940,4,2,3,1,139,2,1,1,47,1241,1,3,1.0,0,0.25,0.11200644641418211
2941,3,2,3,1,263,3,2,1,6,2715,1,1,0.75,0,0.25,0.09686924493554327
2942,4,2,2,3,160,4,1,0,53,1850,1,3,0.4,1,1.0,0.08648648648648649
2943,0,2,3,3,148,2,1,1,39,1402,1,0,1.0,0,0.75,0.10556348074179743
2944,1,2,4,3,259,3,0,1,45,3761,1,3,1.0,0,0.6,0.0688646636532837
2945,2,2,5,4,273,3,1,0,60,3384,1,3,1.25,0,0.6666666666666666,0.08067375886524823
2946,4,2,3,2,212,3,2,0,9,2521,1,1,0.75,0,0.5,0.08409361364537882
2947,3,2,3,5,144,6,1,0,46,1110,1,3,0.42857142857142855,1,1.25,0.12972972972972974
2948,4,2,2,2,193,3,2,1,64,2867,1,3,0.5,0,0.6666666666666666,0.067317753749564
2949,0,2,5,2,198,3,1,0,44,3706,1,3,1.25,0,0.3333333333333333,0.05342687533729088
2950,1,2,3,5,207,4,1,0,45,3770,1,3,0.6,1,1.25,0.05490716180371353
2951,2,2,6,1,236,4,1,0,10,2030,1,1,1.2,1,0.14285714285714285,0.11625615763546798
2952,4,2,4,2,165,3,1,1,7,1702,1,1,1.0,0,0.4,0.09694477085781433
2953,3,2,3,3,162,3,1,1,3,1693,1,1,0.75,0,0.75,0.09568812758417011
2954,4,2,4,2,184,3,1,0,63,3609,1,3,1.0,0,0.4,0.050983651981158215
2955,0,2,5,5,145,2,2,1,48,1834,1,3,1.6666666666666667,0,0.8333333333333334,0.07906215921483097
2956,1,2,3,3,228,2,2,1,27,3473,1,0,1.0,0,0.75,0.065649294558019
2957,2,2,5,5,213,2,0,1,12,2522,1,2,1.6666666666666667,0,0.8333333333333334,0.084456780333069
2958,4,2,2,2,146,3,2,0,1,1162,1,1,0.5,0,0.6666666666666666,0.12564543889845095
2959,3,2,4,2,220,3,0,0,39,2459,1,0,1.0,0,0.4,0.08946726311508743
2960,4,2,3,4,231,3,2,0,49,3441,1,3,0.75,0,1.0,0.06713164777680906
2961,0,2,3,4,212,8,1,0,56,3337,1,3,0.3333333333333333,1,1.0,0.06353011687144142
2962,1,2,4,3,202,3,1,0,48,2213,1,3,1.0,0,0.6,0.09127880704925441
2963,2,2,5,5,208,8,1,1,39,2905,1,0,0.5555555555555556,1,0.8333333333333334,0.07160068846815834
2964,4,2,3,3,200,3,1,1,46,2460,1,3,0.75,0,0.75,0.08130081300813008
2965,3,2,3,2,250,3,1,0,37,2736,1,0,0.75,0,0.5,0.09137426900584796
2966,4,2,3,5,126,2,1,0,29,1192,1,0,1.0,0,1.25,0.10570469798657718
2967,0,2,4,1,222,4,2,0,42,2762,1,3,0.8,1,0.2,0.08037653874004344
2968,1,2,6,2,236,4,1,0,61,3140,1,3,1.2,1,0.2857142857142857,0.0751592356687898
2969,2,2,4,3,165,3,1,1,4,1484,1,1,1.0,0,0.6,0.11118598382749326
2970,4,2,3,4,162,3,1,1,17,1700,1,2,0.75,0,1.0,0.09529411764705882
2971,3,2,4,3,184,3,1,0,37,3436,1,0,1.0,0,0.6,0.05355064027939464
2972,4,2,5,3,145,2,2,1,6,1965,1,1,1.6666666666666667,0,0.5,0.0737913486005089
2973,0,2,3,4,228,2,2,1,46,3306,1,3,1.0,0,1.0,0.06896551724137931
2974,1,2,5,3,213,2,0,0,27,2581,1,0,1.6666666666666667,0,0.5,0.08252615265401007
2975,2,2,2,3,146,3,2,1,18,1289,1,2,0.5,0,1.0,0.11326609775019394
2976,4,2,4,1,220,3,0,1,2,3886,1,1,1.0,0,0.2,0.056613484302624806
2977,3,2,3,4,231,3,2,1,39,3792,1,0,0.75,0,1.0,0.06091772151898734
2978,4,2,3,4,212,8,1,0,34,2750,1,0,0.3333333333333333,1,1.0,0.07709090909090908
2979,0,2,4,5,202,3,1,0,38,2651,1,0,1.0,0,1.0,0.07619766125990192
2980,1,2,5,2,208,8,1,1,62,3450,1,3,0.5555555555555556,1,0.3333333333333333,0.06028985507246377
2981,2,2,3,3,200,3,1,1,4,3791,1,1,0.75,0,0.75,0.05275652862041678
2982,4,2,3,1,250,3,1,0,8,3617,1,1,0.75,0,0.25,0.06911805363560962
2983,3,2,3,5,126,2,1,0,63,1141,1,3,1.0,0,1.25,0.11042944785276074
2984,4,2,4,3,222,4,2,1,49,3697,1,3,0.8,1,0.6,0.06004868812550717
2985,0,2,3,3,273,6,1,1,6,1771,1,1,0.42857142857142855,1,0.75,0.1541501976284585
2986,1,2,6,5,161,4,2,0,20,1338,1,2,1.2,1,0.7142857142857143,0.1203288490284006
2987,2,2,5,1,236,3,2,0,10,1347,1,1,1.25,0,0.16666666666666666,0.17520415738678544
2988,4,1,6,3,281,5,2,0,8,1864,1,1,1.0,1,0.42857142857142855,0.15075107296137338
2989,3,1,5,3,168,4,1,1,7,1298,1,1,1.0,1,0.5,0.12942989214175654
2990,4,1,5,1,206,4,1,1,62,1137,1,3,1.0,1,0.16666666666666666,0.18117854001759015
2991,0,1,4,1,144,4,0,1,5,1294,1,1,0.8,1,0.2,0.11128284389489954
2992,1,1,5,3,239,5,2,0,19,2988,1,2,0.8333333333333334,1,0.5,0.07998661311914324
2993,2,1,3,5,129,3,2,0,52,1513,1,3,0.75,0,1.25,0.08526107072042301
2994,4,1,4,5,201,4,2,1,46,3498,1,3,0.8,1,1.0,0.057461406518010294
2995,3,1,5,5,160,3,2,1,55,1911,1,3,1.25,0,0.8333333333333334,0.0837257980115123
2996,4,1,6,5,130,6,1,0,60,1971,1,3,0.8571428571428571,1,0.7142857142857143,0.06595636732623034
2997,0,1,3,1,132,4,2,1,58,1067,1,3,0.6,1,0.25,0.12371134020618557
2998,1,1,4,2,185,4,2,0,36,2583,1,0,0.8,1,0.4,0.0716221447928765
2999,2,1,5,1,271,4,1,0,4,2718,1,1,1.0,1,0.16666666666666666,0.0997056659308315
3000,4,1,5,2,168,2,2,1,20,1539,1,2,1.6666666666666667,0,0.3333333333333333,0.10916179337231968
3001,3,1,5,5,154,3,2,0,50,1389,1,3,1.25,0,0.8333333333333334,0.11087113030957524
3002,4,1,3,3,203,3,1,1,4,3114,1,1,0.75,0,0.75,0.06518946692357097
3003,0,1,3,1,274,3,1,1,4,2087,1,1,0.75,0,0.25,0.13128893148059415
3004,1,1,5,4,280,4,1,0,19,3298,1,2,1.0,1,0.6666666666666666,0.08489993935718618
3005,2,1,4,5,196,2,1,1,51,3151,1,3,1.3333333333333333,0,1.0,0.06220247540463345
3006,4,1,5,2,159,3,2,0,63,1675,1,3,1.25,0,0.3333333333333333,0.09492537313432836
3007,3,1,5,4,269,3,2,1,15,2522,1,2,1.25,0,0.6666666666666666,0.10666137985725614
3008,4,1,4,3,161,3,1,0,52,1199,1,3,1.0,0,0.6,0.13427856547122602
3009,0,1,3,1,159,2,2,0,44,1806,1,3,1.0,0,0.25,0.08803986710963455
3010,1,0,5,4,147,6,2,0,21,1145,1,0,0.7142857142857143,1,0.6666666666666666,0.12838427947598252
3011,2,0,3,3,214,2,2,0,4,3754,1,1,1.0,0,0.75,0.05700586041555674
3012,4,0,4,5,157,4,2,0,12,1038,1,2,0.8,1,1.0,0.151252408477842
3013,3,0,5,5,147,2,2,1,19,1936,1,2,1.6666666666666667,0,0.8333333333333334,0.0759297520661157
3014,4,0,5,4,182,3,2,0,11,3545,1,2,1.25,0,0.6666666666666666,0.051339915373765865
3015,0,0,3,5,188,2,1,0,12,2711,1,2,1.0,0,1.25,0.06934710438952416
3016,1,0,3,1,104,2,1,1,1,1021,1,1,1.0,0,0.25,0.10186092066601371
3017,2,0,5,5,195,3,1,1,55,2641,1,3,1.25,0,0.8333333333333334,0.0738356683074593
3018,4,0,4,1,235,2,0,1,64,2107,1,3,1.3333333333333333,0,0.2,0.1115329852871381
3019,3,0,4,5,219,2,2,0,21,3830,1,0,1.3333333333333333,0,1.0,0.057180156657963443
3020,4,0,4,5,253,2,1,0,36,3389,1,0,1.3333333333333333,0,1.0,0.07465329005606373
3021,0,0,3,3,253,4,2,0,57,2489,1,3,0.6,1,0.75,0.10164724789071916
3022,1,0,4,1,167,3,1,1,42,1197,1,3,1.0,0,0.2,0.13951545530492898
3023,2,0,4,2,211,2,1,0,39,2520,1,0,1.3333333333333333,0,0.4,0.08373015873015872
3024,4,0,3,4,155,3,2,1,4,1548,1,1,0.75,0,1.0,0.10012919896640828
3025,3,0,6,1,231,4,2,0,23,2455,1,0,1.2,1,0.14285714285714285,0.09409368635437881
3026,4,0,5,4,182,4,1,1,61,3063,1,3,1.0,1,0.6666666666666666,0.059418870388507995
3027,0,0,3,5,212,2,2,1,56,3547,1,3,1.0,0,1.25,0.05976881872004511
3028,1,0,3,1,107,3,0,0,13,1861,1,2,0.75,0,0.25,0.05749596990865126
3029,2,0,5,2,172,4,0,0,61,1161,1,3,1.0,1,0.3333333333333333,0.14814814814814814
3030,4,0,3,2,224,3,1,1,40,2180,1,0,0.75,0,0.5,0.10275229357798166
3031,3,0,3,4,209,3,0,0,37,3650,1,0,0.75,0,1.0,0.05726027397260274
3032,4,2,4,5,268,2,2,1,46,3076,1,3,1.3333333333333333,0,1.0,0.08712613784135241
3033,0,2,3,2,141,4,1,1,9,1909,1,1,0.6,1,0.5,0.07386066003143006
3034,1,2,4,4,260,2,1,1,17,3068,1,2,1.3333333333333333,0,0.8,0.0847457627118644
3035,2,2,5,4,151,4,2,1,10,1441,1,1,1.0,1,0.6666666666666666,0.10478834142956281
3036,4,2,5,2,184,2,2,1,27,3276,1,0,1.6666666666666667,0,0.3333333333333333,0.05616605616605617
3037,3,2,5,1,270,3,0,1,52,3908,1,3,1.25,0,0.16666666666666666,0.06908904810644831
3038,4,2,5,4,135,2,2,0,20,1908,1,2,1.6666666666666667,0,0.6666666666666666,0.07075471698113207
3039,0,2,4,3,276,4,1,0,3,3889,1,1,0.8,1,0.6,0.07096940087426074
3040,1,2,4,4,177,3,2,1,23,1142,1,0,1.0,0,0.8,0.15499124343257442
3041,2,2,3,2,149,3,2,0,64,1920,1,3,0.75,0,0.5,0.07760416666666667
3042,4,2,4,3,220,4,1,1,19,3602,1,2,0.8,1,0.6,0.06107717934480844
3043,3,2,4,5,267,3,1,0,53,3742,1,3,1.0,0,1.0,0.07135221806520577
3044,4,2,3,2,274,3,2,0,50,3958,1,3,0.75,0,0.5,0.06922688226376958
3045,0,2,4,4,243,3,1,1,10,3327,1,1,1.0,0,0.8,0.07303877366997295
3046,1,2,5,1,166,2,1,1,44,1647,1,3,1.6666666666666667,0,0.16666666666666666,0.100789313904068
3047,2,2,5,2,225,3,2,1,1,2049,1,1,1.25,0,0.3333333333333333,0.10980966325036604
3048,4,2,3,3,138,2,2,0,40,1117,1,0,1.0,0,0.75,0.12354521038495972
3049,3,2,4,3,141,4,2,0,38,1599,1,0,0.8,1,0.6,0.08818011257035648
3050,4,2,3,4,271,4,2,0,16,2693,1,2,0.6,1,1.0,0.1006312662458225
3051,0,2,6,5,243,3,2,0,35,2374,1,0,1.5,0,0.7142857142857143,0.10235888795282225
3052,1,2,3,3,231,3,2,1,53,2333,1,3,0.75,0,0.75,0.09901414487783969
3053,2,2,5,4,168,3,1,1,34,1779,1,0,1.25,0,0.6666666666666666,0.09443507588532883
3054,4,2,5,3,264,2,1,0,61,2025,1,3,1.6666666666666667,0,0.5,0.13037037037037036
3055,3,2,4,3,233,3,2,1,26,2624,1,0,1.0,0,0.6,0.08879573170731707
3056,4,2,4,2,247,5,2,0,17,3630,1,2,0.6666666666666666,1,0.4,0.06804407713498623
3057,0,2,3,4,176,3,1,0,4,1095,1,1,0.75,0,1.0,0.16073059360730593
3058,1,2,5,5,257,4,2,1,31,2040,1,0,1.0,1,0.8333333333333334,0.12598039215686274
3059,2,2,3,1,147,4,1,1,18,1613,1,2,0.6,1,0.25,0.09113453192808431
3060,4,2,5,5,195,2,1,0,6,3936,1,1,1.6666666666666667,0,0.8333333333333334,0.04954268292682927
3061,3,2,2,4,153,2,2,0,57,1264,1,3,0.6666666666666666,0,1.3333333333333333,0.12104430379746836
